order_id,order_date,ship_date,customer_id,customer_segment,region,state,city,category,sub_category,product_name,ship_mode,sales,quantity,discount,profit,return_flag,delivery_days,customer_rating,campaign_channel,profit_margin,order_year,order_month,order_quarter
DB-2025-500018,2025-07-19,2025-07-23,C-79243,Consumer,West,Gujarat,Ahmedabad,Furniture,Chairs,Eco Chairs 898,Standard Class,10602.5,1,0.1,1085.41,0,4,3.9,Organic,0.10237302522989862,2025,2025-07,2025Q3
DB-2024-500019,2024-01-26,2024-01-26,C-87619,Home Office,West,Madhya Pradesh,Indore,Technology,Phones,Basic Phones 766,Same Day,240205.98,6,0.05,32745.97,0,0,3.6,Social,0.1363245411292425,2024,2024-01,2024Q1
DB-2024-500020,2024-04-06,2024-04-09,C-61322,Consumer,South,Kerala,Kochi,Technology,Machines,Basic Machines 232,Standard Class,68652.48,4,0.05,10991.26,0,3,4.3,Social,0.16009997016859406,2024,2024-04,2024Q2
DB-2025-500021,2025-12-20,2025-12-22,C-86053,Home Office,West,Madhya Pradesh,Indore,Office Supplies,Storage,Classic Storage 317,First Class,15989.66,9,0.25,2213.95,0,2,4.6,Email,0.1384613556510895,2025,2025-12,2025Q4
DB-2025-500022,2025-09-07,2025-09-12,C-60183,Corporate,North,Delhi,New Delhi,Office Supplies,Binders,Prime Binders 284,Standard Class,13165.89,10,0.3,916.42,0,5,3.8,Email,0.06960562483812337,2025,2025-09,2025Q3
DB-2024-500023,2024-02-01,2024-02-06,C-77518,Home Office,North,Haryana,Gurugram,Furniture,Bookcases,Prime Bookcases 902,Standard Class,5186.3,1,0.3,-46.39,0,5,4.6,Email,-0.008944719742398242,2024,2024-02,2024Q1
DB-2024-500024,2024-02-15,2024-02-18,C-65750,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Labels,Smart Labels 124,First Class,4323.56,6,0.25,782.59,0,3,4.1,Email,0.18100593029818018,2024,2024-02,2024Q1
DB-2025-500025,2025-04-02,2025-04-04,C-88778,Consumer,North,Haryana,Gurugram,Office Supplies,Art,Basic Art 998,Standard Class,15317.29,8,0.25,2553.44,0,2,4.9,Paid,0.16670311784917566,2025,2025-04,2025Q2
DB-2025-500026,2025-03-09,2025-03-15,C-23406,Consumer,South,Telangana,Hyderabad,Technology,Machines,Prime Machines 342,Standard Class,80481.27,10,0.25,8188.04,0,6,4.0,Organic,0.10173845417697806,2025,2025-03,2025Q1
DB-2025-500027,2025-03-26,2025-03-30,C-61036,Home Office,East,Odisha,Bhubaneswar,Furniture,Furnishings,Smart Furnishings 970,First Class,42243.87,4,0.25,-1315.7,0,4,4.7,Paid,-0.0311453472420969,2025,2025-03,2025Q1
DB-2024-500028,2024-05-23,2024-05-25,C-46198,Home Office,West,Maharashtra,Mumbai,Furniture,Chairs,Smart Chairs 539,Second Class,13943.57,3,0.3,1347.9,0,2,4.2,Organic,0.09666821337720542,2024,2024-05,2024Q2
DB-2025-500029,2025-03-21,2025-03-26,C-51559,Home Office,West,Rajasthan,Udaipur,Technology,Phones,Classic Phones 215,Standard Class,16880.24,1,0.2,3362.36,0,5,4.6,Paid,0.19918911105529305,2025,2025-03,2025Q1
DB-2024-500030,2024-06-13,2024-06-18,C-11066,Home Office,East,West Bengal,Kolkata,Office Supplies,Storage,Elite Storage 235,Standard Class,1595.09,3,0.2,64.75,0,5,4.4,Organic,0.040593320753060956,2024,2024-06,2024Q2
DB-2024-500031,2024-01-14,2024-01-17,C-40611,Home Office,East,Assam,Guwahati,Furniture,Tables,Eco Tables 335,First Class,77527.3,5,0.05,9106.28,0,3,3.1,Organic,0.11745901121282439,2024,2024-01,2024Q1
DB-2025-500032,2025-06-21,2025-06-24,C-29164,Home Office,South,Karnataka,Bengaluru,Office Supplies,Labels,Basic Labels 459,First Class,25017.85,9,0.0,5087.98,0,3,4.1,Organic,0.2033739909704471,2025,2025-06,2025Q2
DB-2025-500033,2025-07-01,2025-07-05,C-44032,Corporate,West,Goa,Panaji,Office Supplies,Binders,Prime Binders 421,Standard Class,12193.97,8,0.15,1976.13,1,4,3.3,Paid,0.1620579679956569,2025,2025-07,2025Q3
DB-2025-500034,2025-02-07,2025-02-09,C-75015,Consumer,North,Haryana,Gurugram,Office Supplies,Paper,Smart Paper 172,First Class,6059.7,4,0.0,1287.38,0,2,3.8,Email,0.2124494611944486,2025,2025-02,2025Q1
DB-2024-500035,2024-09-03,2024-09-04,C-25170,Corporate,North,Delhi,New Delhi,Technology,Copiers,Classic Copiers 832,First Class,100250.42,10,0.2,9342.37,0,1,3.7,Social,0.09319033276868068,2024,2024-09,2024Q3
DB-2025-500036,2025-02-07,2025-02-11,C-62279,Home Office,West,Goa,Panaji,Office Supplies,Paper,Smart Paper 494,Standard Class,5775.39,3,0.1,625.3,0,4,4.2,Organic,0.10826974455404742,2025,2025-02,2025Q1
DB-2024-500037,2024-12-01,2024-12-07,C-43241,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Labels,Eco Labels 729,Standard Class,13613.58,6,0.1,2365.91,0,6,4.0,Organic,0.1737904357266788,2024,2024-12,2024Q4
DB-2025-500038,2025-11-28,2025-12-03,C-90882,Home Office,North,Uttar Pradesh,Noida,Technology,Copiers,Classic Copiers 231,Standard Class,99403.96,10,0.0,11991.98,0,5,3.6,Email,0.12063885583632683,2025,2025-11,2025Q4
DB-2025-500039,2025-12-18,2025-12-22,C-47417,Consumer,South,Andhra Pradesh,Vijayawada,Furniture,Furnishings,Elite Furnishings 966,First Class,27621.46,5,0.05,1720.08,0,4,4.5,Organic,0.06227331936834621,2025,2025-12,2025Q4
DB-2025-500040,2025-01-02,2025-01-06,C-60561,Consumer,East,Jharkhand,Ranchi,Technology,Phones,Eco Phones 325,Second Class,10789.77,1,0.05,2638.02,0,4,3.8,Organic,0.2444927000297504,2025,2025-01,2025Q1
DB-2025-500041,2025-06-09,2025-06-13,C-54156,Consumer,South,Telangana,Hyderabad,Office Supplies,Binders,Eco Binders 785,Standard Class,2287.1,4,0.1,526.53,0,4,4.4,Paid,0.23021730575838398,2025,2025-06,2025Q2
DB-2025-500042,2025-05-13,2025-05-18,C-77494,Consumer,West,Maharashtra,Mumbai,Technology,Machines,Basic Machines 121,Standard Class,40289.95,2,0.15,5563.93,0,5,4.3,Organic,0.13809721779252643,2025,2025-05,2025Q2
DB-2025-500043,2025-04-24,2025-04-28,C-14068,Corporate,South,Telangana,Hyderabad,Furniture,Bookcases,Basic Bookcases 639,Standard Class,32332.89,5,0.3,-3334.64,0,4,4.1,Referral,-0.10313460999001327,2025,2025-04,2025Q2
DB-2024-500044,2024-11-24,2024-12-01,C-91771,Corporate,North,Punjab,Ludhiana,Technology,Accessories,Smart Accessories 275,Standard Class,73945.8,9,0.0,12903.42,0,7,4.7,Organic,0.17449834879060067,2024,2024-11,2024Q4
DB-2024-500045,2024-02-08,2024-02-13,C-16446,Home Office,North,Uttar Pradesh,Noida,Furniture,Furnishings,Pro Furnishings 711,Standard Class,26882.78,10,0.15,417.66,0,5,4.4,Organic,0.015536339619637555,2024,2024-02,2024Q1
DB-2024-500046,2024-04-17,2024-04-22,C-47196,Home Office,North,Haryana,Gurugram,Furniture,Furnishings,Prime Furnishings 261,Standard Class,45906.89,9,0.1,5167.81,0,5,3.5,Paid,0.1125715551630703,2024,2024-04,2024Q2
DB-2025-500047,2025-10-16,2025-10-20,C-97819,Home Office,West,Goa,Panaji,Furniture,Tables,Smart Tables 259,Standard Class,51876.12,5,0.0,6450.72,0,4,3.6,Organic,0.12434854418564842,2025,2025-10,2025Q4
DB-2024-500048,2024-09-06,2024-09-09,C-46348,Home Office,West,Madhya Pradesh,Indore,Office Supplies,Binders,Eco Binders 712,Standard Class,22051.52,9,0.0,3247.85,0,3,3.6,Organic,0.1472846316263006,2024,2024-09,2024Q3
DB-2025-500049,2025-02-09,2025-02-11,C-79564,Corporate,East,Bihar,Patna,Technology,Machines,Prime Machines 932,First Class,231662.25,9,0.15,24802.31,0,2,3.9,Email,0.10706237205241684,2025,2025-02,2025Q1
DB-2025-500050,2025-06-03,2025-06-09,C-94773,Corporate,East,Bihar,Patna,Technology,Accessories,Prime Accessories 878,Standard Class,106293.84,7,0.0,20636.67,0,6,3.8,Paid,0.19414737486198635,2025,2025-06,2025Q2
DB-2024-500051,2024-01-13,2024-01-15,C-39880,Home Office,North,Delhi,New Delhi,Technology,Copiers,Eco Copiers 738,Standard Class,84977.78,6,0.15,13970.96,0,2,3.5,Paid,0.16440721327386995,2024,2024-01,2024Q1
DB-2025-500052,2025-10-30,2025-11-02,C-36549,Corporate,North,Punjab,Ludhiana,Technology,Machines,Prime Machines 641,Second Class,7041.4,2,0.25,997.1,0,3,3.5,Organic,0.1416053625699435,2025,2025-10,2025Q4
DB-2025-500053,2025-06-07,2025-06-11,C-21370,Home Office,North,Rajasthan,Jaipur,Office Supplies,Paper,Elite Paper 163,Standard Class,18858.48,8,0.0,5287.45,0,4,3.7,Paid,0.28037519460741267,2025,2025-06,2025Q2
DB-2024-500054,2024-11-03,2024-11-08,C-33932,Corporate,North,Uttar Pradesh,Noida,Office Supplies,Storage,Eco Storage 203,Standard Class,4435.31,2,0.0,561.1,0,5,4.3,Organic,0.12650750454872375,2024,2024-11,2024Q4
DB-2025-500055,2025-10-03,2025-10-08,C-69770,Consumer,South,Telangana,Hyderabad,Furniture,Bookcases,Eco Bookcases 974,Standard Class,6403.71,2,0.2,407.39,0,5,4.0,Paid,0.06361780905131556,2025,2025-10,2025Q4
DB-2024-500056,2024-04-11,2024-04-12,C-55780,Corporate,South,Andhra Pradesh,Vijayawada,Office Supplies,Art,Pro Art 336,Second Class,13070.78,7,0.25,1500.03,0,1,4.1,Social,0.11476208764893908,2024,2024-04,2024Q2
DB-2024-500057,2024-02-05,2024-02-10,C-44895,Corporate,South,Andhra Pradesh,Vijayawada,Office Supplies,Labels,Prime Labels 154,Standard Class,9446.52,10,0.2,1851.93,1,5,2.8,Organic,0.19604362241333317,2024,2024-02,2024Q1
DB-2024-500058,2024-11-17,2024-11-19,C-24419,Corporate,South,Karnataka,Bengaluru,Office Supplies,Binders,Classic Binders 535,Second Class,5101.23,4,0.05,906.74,0,2,3.5,Organic,0.17774928791683575,2024,2024-11,2024Q4
DB-2024-500059,2024-01-27,2024-02-03,C-90804,Corporate,South,Kerala,Kochi,Office Supplies,Binders,Prime Binders 196,Standard Class,3003.06,5,0.15,434.57,0,7,5.0,Organic,0.14470906342197626,2024,2024-01,2024Q1
DB-2024-500060,2024-05-17,2024-05-22,C-68360,Home Office,East,Bihar,Patna,Office Supplies,Paper,Smart Paper 497,Standard Class,7236.12,7,0.0,1013.61,0,5,4.0,Email,0.14007644981011924,2024,2024-05,2024Q2
DB-2025-500061,2025-02-20,2025-02-23,C-33027,Consumer,North,Rajasthan,Jaipur,Office Supplies,Storage,Elite Storage 961,Second Class,3929.69,2,0.0,405.07,0,3,4.4,Organic,0.10307937776262249,2025,2025-02,2025Q1
DB-2025-500062,2025-01-04,2025-01-09,C-40891,Home Office,East,Odisha,Bhubaneswar,Office Supplies,Paper,Basic Paper 945,Standard Class,7792.46,5,0.05,1411.0,0,5,3.9,Social,0.1810724726209695,2025,2025-01,2025Q1
DB-2024-500063,2024-01-19,2024-01-25,C-54540,Corporate,North,Rajasthan,Jaipur,Technology,Phones,Prime Phones 975,Standard Class,76308.69,3,0.1,8895.3,0,6,4.9,Paid,0.11656994766913177,2024,2024-01,2024Q1
DB-2024-500064,2024-07-02,2024-07-06,C-66977,Home Office,East,Odisha,Bhubaneswar,Technology,Machines,Pro Machines 192,Second Class,62739.83,10,0.0,10649.78,0,4,4.2,Paid,0.1697451204442218,2024,2024-07,2024Q3
DB-2025-500065,2025-09-23,2025-09-30,C-14727,Home Office,East,West Bengal,Kolkata,Technology,Accessories,Pro Accessories 419,Standard Class,3251.66,2,0.25,301.59,0,7,4.7,Email,0.09274954946089074,2025,2025-09,2025Q3
DB-2024-500066,2024-08-23,2024-08-27,C-42106,Corporate,North,Punjab,Ludhiana,Furniture,Bookcases,Elite Bookcases 694,Standard Class,8288.91,3,0.0,1435.45,0,4,4.2,Social,0.1731771728731522,2024,2024-08,2024Q3
DB-2025-500067,2025-01-12,2025-01-19,C-35460,Consumer,West,Madhya Pradesh,Indore,Office Supplies,Storage,Max Storage 728,Standard Class,963.89,1,0.25,117.51,1,7,3.8,Organic,0.1219122513979811,2025,2025-01,2025Q1
DB-2025-500068,2025-05-20,2025-05-25,C-92369,Corporate,East,Assam,Guwahati,Technology,Copiers,Eco Copiers 372,Standard Class,11287.37,9,0.15,2079.5,0,5,4.3,Organic,0.18423246513581107,2025,2025-05,2025Q2
DB-2025-500069,2025-10-03,2025-10-07,C-34078,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Paper,Basic Paper 574,Standard Class,18202.32,9,0.0,3214.72,0,4,3.9,Paid,0.17661045405201095,2025,2025-10,2025Q4
DB-2024-500070,2024-03-08,2024-03-12,C-76320,Consumer,South,Karnataka,Bengaluru,Office Supplies,Art,Smart Art 971,Standard Class,4194.65,3,0.0,873.54,0,4,4.3,Email,0.20825098637550213,2024,2024-03,2024Q1
DB-2025-500071,2025-04-18,2025-04-24,C-94955,Consumer,East,Bihar,Patna,Furniture,Chairs,Basic Chairs 299,Standard Class,37373.39,9,0.35,3077.06,0,6,3.7,Email,0.08233291119697732,2025,2025-04,2025Q2
DB-2024-500072,2024-04-02,2024-04-07,C-77294,Corporate,South,Kerala,Kochi,Office Supplies,Binders,Elite Binders 190,Standard Class,4810.09,7,0.3,-31.84,0,5,4.7,Referral,-0.00661941876347428,2024,2024-04,2024Q2
DB-2024-500073,2024-11-25,2024-11-29,C-15481,Home Office,South,Telangana,Hyderabad,Office Supplies,Labels,Basic Labels 508,Standard Class,18691.23,8,0.0,3038.12,0,4,3.7,Email,0.16254254000405538,2024,2024-11,2024Q4
DB-2024-500074,2024-11-22,2024-11-28,C-95179,Consumer,South,Telangana,Hyderabad,Technology,Phones,Max Phones 888,Standard Class,176877.13,5,0.1,27684.41,0,6,4.5,Organic,0.15651774765906706,2024,2024-11,2024Q4
DB-2024-500075,2024-11-28,2024-11-30,C-33483,Home Office,North,Haryana,Gurugram,Furniture,Bookcases,Elite Bookcases 323,Second Class,23832.28,7,0.3,-3134.44,0,2,3.0,Referral,-0.13152077770150403,2024,2024-11,2024Q4
DB-2025-500076,2025-12-15,2025-12-16,C-13436,Corporate,East,Assam,Guwahati,Office Supplies,Labels,Max Labels 706,First Class,3728.52,3,0.0,476.46,0,1,3.8,Organic,0.12778796948923432,2025,2025-12,2025Q4
DB-2024-500077,2024-05-22,2024-05-26,C-81129,Corporate,South,Kerala,Kochi,Technology,Phones,Basic Phones 467,Standard Class,41203.18,6,0.3,8495.84,0,4,4.4,Social,0.20619379377999467,2024,2024-05,2024Q2
DB-2024-500078,2024-09-23,2024-09-29,C-57809,Corporate,West,Maharashtra,Mumbai,Furniture,Tables,Basic Tables 471,Standard Class,32317.19,3,0.3,-1695.42,0,6,3.2,Organic,-0.05246186317560407,2024,2024-09,2024Q3
DB-2024-500079,2024-12-02,2024-12-07,C-18162,Corporate,East,Bihar,Patna,Technology,Copiers,Max Copiers 349,Standard Class,339420.53,9,0.0,93629.06,0,5,4.3,Email,0.27584972541289704,2024,2024-12,2024Q4
DB-2024-500080,2024-10-01,2024-10-01,C-14161,Consumer,South,Karnataka,Bengaluru,Furniture,Furnishings,Max Furnishings 681,Same Day,29934.47,7,0.0,2921.24,0,0,4.5,Paid,0.09758783101888892,2024,2024-10,2024Q4
DB-2024-500081,2024-01-14,2024-01-19,C-31165,Home Office,North,Uttar Pradesh,Noida,Furniture,Furnishings,Eco Furnishings 933,Second Class,7925.94,2,0.25,987.62,0,5,5.0,Email,0.12460604041918057,2024,2024-01,2024Q1
DB-2024-500082,2024-04-13,2024-04-14,C-16928,Corporate,South,Karnataka,Bengaluru,Office Supplies,Labels,Eco Labels 811,First Class,6545.13,3,0.05,1220.77,0,1,3.9,Email,0.18651577585166376,2024,2024-04,2024Q2
DB-2024-500083,2024-11-27,2024-12-02,C-71350,Home Office,North,Punjab,Ludhiana,Office Supplies,Storage,Smart Storage 793,Standard Class,6436.14,6,0.2,868.65,0,5,3.5,Paid,0.13496443520495202,2024,2024-11,2024Q4
DB-2025-500084,2025-11-10,2025-11-12,C-70034,Corporate,North,Rajasthan,Jaipur,Furniture,Bookcases,Prime Bookcases 869,First Class,8683.81,2,0.0,982.27,0,2,4.0,Organic,0.11311509579320599,2025,2025-11,2025Q4
DB-2025-500085,2025-10-23,2025-10-29,C-27329,Corporate,East,Jharkhand,Ranchi,Office Supplies,Art,Basic Art 513,Standard Class,2032.23,1,0.0,519.81,0,6,4.2,Paid,0.2557830560517264,2025,2025-10,2025Q4
DB-2024-500086,2024-08-19,2024-08-23,C-95754,Home Office,North,Haryana,Gurugram,Furniture,Furnishings,Pro Furnishings 286,Second Class,12202.17,1,0.2,1301.98,0,4,4.5,Organic,0.10670069340125568,2024,2024-08,2024Q3
DB-2024-500087,2024-09-18,2024-09-18,C-83483,Corporate,South,Telangana,Hyderabad,Technology,Phones,Eco Phones 756,Same Day,77685.55,6,0.15,13475.8,0,0,4.4,Email,0.1734659791943289,2024,2024-09,2024Q3
DB-2025-500088,2025-02-09,2025-02-13,C-25833,Corporate,North,Uttar Pradesh,Noida,Office Supplies,Binders,Pro Binders 837,Standard Class,6183.31,8,0.0,793.35,0,4,5.0,Organic,0.1283050663803044,2025,2025-02,2025Q1
DB-2024-500089,2024-05-06,2024-05-11,C-34236,Consumer,East,West Bengal,Kolkata,Furniture,Tables,Basic Tables 324,Standard Class,31226.95,7,0.15,231.69,0,5,3.6,Social,0.007419552662043523,2024,2024-05,2024Q2
DB-2024-500090,2024-09-10,2024-09-10,C-64175,Corporate,West,Gujarat,Ahmedabad,Technology,Phones,Basic Phones 438,Same Day,12924.08,7,0.15,1884.38,0,0,4.2,Social,0.1458038018953767,2024,2024-09,2024Q3
DB-2025-500091,2025-01-09,2025-01-12,C-74377,Home Office,West,Rajasthan,Udaipur,Technology,Phones,Pro Phones 743,Standard Class,91222.08,3,0.05,18679.93,1,3,3.4,Organic,0.20477421694396794,2025,2025-01,2025Q1
DB-2024-500092,2024-06-12,2024-06-13,C-59055,Consumer,West,Goa,Panaji,Technology,Copiers,Basic Copiers 922,First Class,80426.64,3,0.25,9621.6,0,1,3.7,Referral,0.11963200253050482,2024,2024-06,2024Q2
DB-2024-500093,2024-12-12,2024-12-16,C-61811,Corporate,North,Uttar Pradesh,Noida,Office Supplies,Paper,Prime Paper 548,Standard Class,4278.88,9,0.2,211.15,0,4,4.6,Organic,0.049347025389821636,2024,2024-12,2024Q4
DB-2025-500094,2025-03-16,2025-03-23,C-50756,Home Office,South,Telangana,Hyderabad,Office Supplies,Storage,Pro Storage 166,Standard Class,8161.6,7,0.3,1640.14,0,7,3.7,Paid,0.20095814546167418,2025,2025-03,2025Q1
DB-2025-500095,2025-02-14,2025-02-19,C-61773,Consumer,West,Maharashtra,Mumbai,Office Supplies,Labels,Pro Labels 677,Standard Class,5106.16,2,0.0,631.3,0,5,3.9,Organic,0.12363498206088332,2025,2025-02,2025Q1
DB-2025-500096,2025-01-25,2025-01-25,C-90032,Consumer,South,Tamil Nadu,Chennai,Technology,Machines,Max Machines 420,Same Day,97572.95,6,0.3,7210.96,0,0,4.1,Email,0.0739032692974846,2025,2025-01,2025Q1
DB-2024-500097,2024-07-01,2024-07-01,C-78125,Consumer,North,Punjab,Ludhiana,Technology,Accessories,Max Accessories 470,First Class,34916.95,7,0.2,5679.52,0,0,4.4,Email,0.16265796411198574,2024,2024-07,2024Q3
DB-2025-500098,2025-10-13,2025-10-19,C-81958,Corporate,South,Telangana,Hyderabad,Furniture,Furnishings,Eco Furnishings 592,Standard Class,68865.87,10,0.1,8973.3,0,6,4.2,Paid,0.13030112013396475,2025,2025-10,2025Q4
DB-2025-500099,2025-01-31,2025-02-05,C-72200,Home Office,North,Uttar Pradesh,Noida,Furniture,Bookcases,Eco Bookcases 439,Standard Class,45349.14,9,0.25,500.14,0,5,4.0,Social,0.011028654567650014,2025,2025-01,2025Q1
DB-2025-500100,2025-11-24,2025-11-30,C-21751,Consumer,East,Assam,Guwahati,Office Supplies,Binders,Pro Binders 201,Standard Class,4521.24,7,0.05,725.64,0,6,4.0,Organic,0.16049579318947899,2025,2025-11,2025Q4
DB-2024-500101,2024-10-29,2024-11-03,C-11150,Consumer,East,Assam,Guwahati,Technology,Machines,Classic Machines 574,Second Class,24947.5,2,0.05,7117.8,0,5,3.2,Organic,0.2853111534221866,2024,2024-10,2024Q4
DB-2024-500102,2024-09-23,2024-09-26,C-44301,Consumer,North,Haryana,Gurugram,Office Supplies,Labels,Smart Labels 902,Standard Class,11413.14,5,0.15,617.89,0,3,4.4,Organic,0.05413847547651216,2024,2024-09,2024Q3
DB-2024-500103,2024-10-30,2024-10-30,C-95700,Home Office,North,Uttar Pradesh,Noida,Furniture,Bookcases,Max Bookcases 859,Same Day,37826.48,3,0.05,1815.65,0,0,4.5,Organic,0.04799944377589456,2024,2024-10,2024Q4
DB-2024-500104,2024-02-25,2024-02-28,C-76395,Consumer,North,Punjab,Ludhiana,Technology,Phones,Classic Phones 513,First Class,3529.41,1,0.25,705.53,0,3,4.1,Organic,0.19990026661679997,2024,2024-02,2024Q1
DB-2025-500105,2025-02-15,2025-02-19,C-64625,Corporate,East,Bihar,Patna,Office Supplies,Art,Smart Art 962,Standard Class,17053.51,8,0.15,2494.53,1,4,3.9,Organic,0.14627663161425422,2025,2025-02,2025Q1
DB-2025-500106,2025-07-14,2025-07-19,C-64663,Corporate,West,Rajasthan,Udaipur,Office Supplies,Art,Eco Art 492,Standard Class,3066.03,4,0.1,496.71,0,5,4.2,Organic,0.16200428567235153,2025,2025-07,2025Q3
DB-2024-500107,2024-02-03,2024-02-03,C-94418,Consumer,South,Karnataka,Bengaluru,Furniture,Tables,Pro Tables 459,Second Class,30587.71,10,0.3,546.84,0,0,5.0,Organic,0.017877768554756143,2024,2024-02,2024Q1
DB-2025-500108,2025-10-24,2025-10-27,C-41197,Corporate,North,Uttar Pradesh,Noida,Furniture,Tables,Prime Tables 324,Standard Class,34958.25,8,0.15,6308.38,0,3,4.4,Organic,0.18045468523166922,2025,2025-10,2025Q4
DB-2024-500109,2024-10-29,2024-10-29,C-10115,Home Office,North,Punjab,Ludhiana,Office Supplies,Labels,Pro Labels 487,Second Class,1794.02,1,0.0,255.93,0,0,4.3,Organic,0.1426572724941751,2024,2024-10,2024Q4
DB-2025-500110,2025-11-26,2025-12-01,C-86840,Consumer,North,Delhi,New Delhi,Office Supplies,Paper,Elite Paper 468,Standard Class,6272.56,6,0.1,1476.54,0,5,4.1,Paid,0.23539671202826276,2025,2025-11,2025Q4
DB-2025-500111,2025-01-30,2025-02-04,C-19827,Home Office,East,Assam,Guwahati,Furniture,Chairs,Classic Chairs 424,Standard Class,14597.93,2,0.25,1044.59,0,5,4.2,Paid,0.07155740574177297,2025,2025-01,2025Q1
DB-2025-500112,2025-11-11,2025-11-16,C-90559,Home Office,North,Uttar Pradesh,Noida,Technology,Phones,Eco Phones 969,Standard Class,246606.97,7,0.1,45403.72,0,5,4.6,Social,0.18411369313689716,2025,2025-11,2025Q4
